,Title,US Gross,Worldwide Gross,Production Budget,Release Date,MPAA Rating,Source,Major Genre,Creative Type,IMDB Rating,IMDB Votes,ratio_wgross_by_budget,Release Year
1202,The Muse,11614954,11614954,15000000,1999-08-27,PG/PG-13,Original Screenplay,Comedy,Fiction,5.5,6507,0.7743302666666667,1999
1203,3 Ninjas Kick Back,11744960,11744960,20000000,1994-05-06,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,3.2,3107,0.587248,1994
1204,End of the Spear,11748661,11748661,10000000,2006-01-20,PG/PG-13,Original Screenplay,Drama,Fiction,6.7,2884,1.1748661,2006
1205,Tales from the Hood,11784569,11784569,6000000,1995-05-24,R,Original Screenplay,Horror/Thriller,Fiction,5.8,1860,1.9640948333333332,1995
1206,Mulholland Drive,7219578,11919578,15000000,2001-10-08,R,Original Screenplay,Drama,Fiction,7.9,103026,0.7946385333333333,2001
1207,Dark Blue,9237470,11933396,15000000,2003-02-21,R,Original Screenplay,Drama,Fiction,6.6,10881,0.7955597333333333,2003
1208,Holy Man,12069719,12069719,60000000,1998-10-09,PG/PG-13,Original Screenplay,Comedy,Fiction,4.7,9105,0.20116198333333332,1998
1209,Confidence,12212417,12212417,15000000,2003-04-25,R,Original Screenplay,Drama,Fiction,6.8,17111,0.8141611333333333,2003
1210,Abandon,10719367,12219367,25000000,2002-10-18,PG/PG-13,Original Screenplay,Horror/Thriller,Fiction,4.8,5361,0.48877468,2002
1211,Chasing Liberty,12189514,12291975,23000000,2004-01-09,PG/PG-13,Original Screenplay,Comedy,Fiction,5.8,7855,0.5344336956521739,2004
1212,Undisputed,12398628,12398628,20000000,2002-08-23,R,Original Screenplay,Drama,Fiction,5.8,6837,0.6199314,2002
1213,Knockaround Guys,11660180,12419700,15000000,2002-10-11,R,Original Screenplay,Drama,Fiction,6.0,11019,0.82798,2002
1214,Breakin' All the Rules,12232382,12512317,9000000,2004-05-14,PG/PG-13,Original Screenplay,Comedy,Fiction,5.3,2643,1.3902574444444444,2004
1215,Sorority Boys,10198766,12516222,12000000,2002-03-22,R,Original Screenplay,Comedy,Fiction,5.1,7392,1.0430185,2002
1216,Gattaca,12532777,12532777,36000000,1997-10-24,PG/PG-13,Original Screenplay,Drama,Fiction,7.8,70906,0.34813269444444445,1997
1217,Love Jones,12554569,12554569,10000000,1997-03-14,R,Original Screenplay,Drama,Fiction,6.7,1165,1.2554569,1997
1218,Extreme Ops,4835968,12624471,40000000,2002-11-27,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,4.1,3195,0.315611775,2002
1219,Idlewild,12669914,12669914,15000000,2006-08-25,R,Original Screenplay,Western/Musical,Fiction,5.8,3056,0.8446609333333334,2006
1220,"Bon Cop, Bad Cop",12671300,12671300,8000000,2006-08-04,Other,Original Screenplay,Comedy,Fiction,6.9,151,1.5839125,2006
1221,The Omega Code,12610552,12678312,7200000,1999-10-15,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,3.3,3814,1.7608766666666666,1999
1222,Highlander: Endgame,12801190,12801190,15000000,2000-09-01,R,Original Screenplay,Action/Adventure,Fiction,4.3,8421,0.8534126666666667,2000
1223,Slither,7802450,12834936,15250000,2006-03-31,R,Original Screenplay,Horror/Thriller,Fiction,6.6,26101,0.8416351475409836,2006
1224,They,12840842,12840842,17000000,2002-11-27,PG/PG-13,Original Screenplay,Horror/Thriller,Fiction,4.6,6550,0.7553436470588235,2002
1225,Highlander,5900000,12900000,16000000,1986-03-07,R,Original Screenplay,Action/Adventure,Fiction,7.2,40802,0.80625,1986
1226,Living Out Loud,12905901,12905901,12000000,1998-10-30,R,Original Screenplay,Drama,Fiction,6.5,3040,1.07549175,1998
1227,Lone Star,12961389,12961389,5000000,1996-06-21,R,Original Screenplay,Drama,Fiction,7.6,14599,2.5922778,1996
1228,The Crew,13019253,13019253,23000000,2000-08-25,PG/PG-13,Original Screenplay,Comedy,Fiction,6.0,1307,0.5660544782608695,2000
1229,Crooklyn,13024170,13024170,14000000,1994-05-13,PG/PG-13,Original Screenplay,Comedy,Fiction,6.5,3137,0.9302978571428572,1994
1230,The Way of the Gun,6047856,13061935,9000000,2000-09-08,R,Original Screenplay,Action/Adventure,Fiction,6.5,17513,1.451326111111111,2000
1231,Anything Else,3203044,13203044,18000000,2003-09-19,R,Original Screenplay,Comedy,Fiction,6.4,13010,0.7335024444444445,2003
1232,FearDotCom,13208023,13208023,40000000,2002-08-30,R,Original Screenplay,Horror/Thriller,Fiction,3.1,11438,0.330200575,2002
1233,American Outlaws,13264986,13264986,35000000,2001-08-17,PG/PG-13,Original Screenplay,Western/Musical,Fiction,5.6,7396,0.3789996,2001
1234,Rachel Getting Married,12796277,13326280,12000000,2008-10-03,R,Original Screenplay,Drama,Fiction,6.9,20451,1.1105233333333333,2008
1235,Secrets & Lies,13417292,13417292,4500000,1996-09-28,R,Original Screenplay,Drama,Fiction,7.9,14364,2.9816204444444443,1996
1236,Tomcats,13558739,13558739,11000000,2001-03-30,R,Original Screenplay,Comedy,Fiction,4.9,9505,1.2326126363636363,2001
1237,Osmosis Jones,13596911,13596911,70000000,2001-08-10,PG/PG-13,Original Screenplay,Comedy,Fiction,6.0,10959,0.1942415857142857,2001
1238,The Ladies Man,13592872,13719474,11000000,2000-10-13,R,Original Screenplay,Comedy,Fiction,4.7,6556,1.247224909090909,2000
1239,Highlander III: The Sorcerer,13738574,13738574,26000000,1995-01-27,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,3.8,7763,0.5284066923076923,1995
1240,Juwanna Man,13571817,13771817,15600000,2002-06-21,PG/PG-13,Original Screenplay,Comedy,Fiction,4.1,3062,0.8828087820512821,2002
1241,She's the One,9482579,13795053,3500000,1996-08-23,R,Original Screenplay,Comedy,Fiction,6.0,8159,3.941443714285714,1996
1242,Monsoon Wedding,13876974,13876974,1200000,2002-02-22,R,Original Screenplay,Comedy,Fiction,7.2,11314,11.564145,2002
1243,Dirty Pretty Things,8112414,13904766,10000000,2003-07-18,R,Original Screenplay,Drama,Fiction,7.5,18554,1.3904766,2003
1244,Out Cold,13906394,13906394,11000000,2001-11-21,PG/PG-13,Original Screenplay,Comedy,Fiction,5.8,7153,1.2642176363636364,2001
1245,Stealing Harvard,13973532,13973532,25000000,2002-09-13,PG/PG-13,Original Screenplay,Comedy,Fiction,4.7,6899,0.55894128,2002
1246,In Too Deep,14026509,14026509,7000000,1999-08-25,R,Original Screenplay,Drama,Fiction,5.5,2529,2.003787,1999
1247,In the Land of Women,11052958,14140402,10500000,2007-04-20,PG/PG-13,Original Screenplay,Comedy,Fiction,6.7,13550,1.3467049523809524,2007
1248,Supernova,14218868,14218868,60000000,2000-01-14,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,6.8,127,0.23698113333333334,2000
1249,Freddy Got Fingered,14249005,14249005,15000000,2001-04-20,R,Original Screenplay,Comedy,Fiction,4.0,25033,0.9499336666666667,2001
1250,Sukkar banat,1060591,14253760,1600000,2008-02-01,PG/PG-13,Original Screenplay,Comedy,Fiction,7.0,3799,8.9086,2008
1251,Ballistic: Ecks vs. Sever,14294842,14294842,70000000,2002-09-20,R,Original Screenplay,Action/Adventure,Fiction,3.4,11112,0.20421202857142856,2002
1252,Turistas,7027762,14321070,10000000,2006-12-01,R,Original Screenplay,Horror/Thriller,Fiction,6.9,83,1.432107,2006
1253,Hot Rod,13938332,14334401,25000000,2007-08-03,PG/PG-13,Original Screenplay,Comedy,Fiction,6.5,22250,0.57337604,2007
1254,Les Triplettes de Belleville,7301288,14440113,2000000,2003-11-26,PG/PG-13,Original Screenplay,Western/Musical,Fiction,7.7,19761,7.2200565,2003
1255,Mrs. Henderson Presents,11036366,14466366,20000000,2005-12-09,R,Original Screenplay,Comedy,Fiction,7.1,8831,0.7233183,2005
1256,Welcome to Mooseport,14469428,14469428,26000000,2004-02-20,PG/PG-13,Original Screenplay,Comedy,Fiction,5.2,6907,0.5565164615384616,2004
1257,Run Lola Run,7267324,14533173,1750000,1999-06-18,R,Original Screenplay,Horror/Thriller,Fiction,6.0,91,8.304670285714286,1999
1258,Soul Plane,13922211,14553807,16000000,2004-05-28,R,Original Screenplay,Comedy,Fiction,3.7,9143,0.9096129375,2004
1259,Envy,13548322,14566246,20000000,2004-04-30,PG/PG-13,Original Screenplay,Comedy,Fiction,4.6,15655,0.7283123,2004
1260,I Heart Huckabees,12784713,14584713,22000000,2004-10-01,R,Original Screenplay,Comedy,Fiction,6.8,35878,0.6629415,2004
1261,Birth,5005899,14603001,20000000,2004-10-29,R,Original Screenplay,Drama,Fiction,6.3,25,0.73015005,2004
1262,Raise Your Voice,10411980,14811980,15000000,2004-10-08,PG/PG-13,Original Screenplay,Drama,Fiction,5.2,8634,0.9874653333333333,2004
1263,Hollywood Ending,4839383,14839383,16000000,2002-05-03,PG/PG-13,Original Screenplay,Comedy,Fiction,6.3,10486,0.9274614375,2002
1264,Eve's Bayou,14843425,14843425,5000000,1997-11-07,R,Original Screenplay,Drama,Fiction,7.0,4509,2.968685,1997
1265,Flirting with Disaster,14853474,14853474,7000000,1996-03-22,R,Original Screenplay,Comedy,Fiction,6.7,8474,2.121924857142857,1996
1266,Boat Trip,8586376,14933713,15000000,2003-03-21,R,Original Screenplay,Comedy,Fiction,4.7,13258,0.9955808666666667,2003
1267,Twilight,15055091,15055091,20000000,1998-03-06,R,Original Screenplay,Drama,Fiction,6.1,4840,0.75275455,1998
1268,Dead Man on Campus,15064948,15064948,14000000,1998-08-21,R,Original Screenplay,Comedy,Fiction,5.6,7109,1.0760677142857142,1998
1269,Transamerica,9015303,15151744,1000000,2005-12-02,R,Original Screenplay,Drama,Fiction,7.6,19343,15.151744,2005
1270,Chasing Amy,12006514,15155095,250000,1997-04-04,R,Original Screenplay,Comedy,Fiction,7.5,63591,60.62038,1997
1271,The Corruptor,15164492,15164492,10000000,1999-03-12,R,Original Screenplay,Action/Adventure,Fiction,5.8,9008,1.5164492,1999
1272,Friends with Money,13368437,15328368,6500000,2006-04-07,R,Original Screenplay,Comedy,Fiction,6.1,11087,2.3582104615384614,2006
1273,Alex & Emma,14208384,15358583,30000000,2003-06-20,PG/PG-13,Original Screenplay,Drama,Fiction,5.4,6539,0.5119527666666667,2003
1274,See No Evil,15032800,15387513,8000000,2006-05-19,R,Original Screenplay,Horror/Thriller,Fiction,5.0,10035,1.923439125,2006
1275,Drowning Mona,15427192,15427192,16000000,2000-03-03,PG/PG-13,Original Screenplay,Comedy,Fiction,5.3,7606,0.9641995,2000
1276,The Jacket,6301131,15452978,28500000,2005-03-04,R,Original Screenplay,Horror/Thriller,Fiction,7.1,35932,0.5422097543859649,2005
1277,The Fountain,10144010,15461638,35000000,2006-11-22,PG/PG-13,Original Screenplay,Drama,Fiction,7.4,72562,0.44176108571428574,2006
1278,The Weather Man,12482775,15466961,20000000,2005-10-28,R,Original Screenplay,Drama,Fiction,6.9,35394,0.77334805,2005
1279,Bait,15325127,15471969,35000000,2000-09-15,R,Original Screenplay,Action/Adventure,Fiction,5.6,5143,0.4420562571428571,2000
1280,My Boss's Daughter,15549702,15549702,14000000,2003-08-22,PG/PG-13,Original Screenplay,Comedy,Fiction,4.3,10919,1.110693,2003
1281,Cry Wolf,10047674,15585495,1000000,2005-09-16,PG/PG-13,Original Screenplay,Horror/Thriller,Fiction,6.4,372,15.585495,2005
1282,Ulee's Gold,9054736,15600000,2700000,1997-06-13,R,Original Screenplay,Drama,Fiction,7.0,4041,5.777777777777778,1997
1283,Larry the Cable Guy: Health Inspector,15680099,15680099,17000000,2006-03-24,PG/PG-13,Original Screenplay,Comedy,Fiction,2.8,7547,0.9223587647058824,2006
1284,The Good Girl,14018296,15976468,8000000,2002-08-07,R,Original Screenplay,Comedy,Fiction,6.6,21460,1.9970585,2002
1285,Kung Pow: Enter the Fist,16033556,16033556,10000000,2002-01-25,PG/PG-13,Original Screenplay,Comedy,Fiction,5.7,19348,1.6033556,2002
1286,Imagine That,16123323,16123323,55000000,2009-06-12,PG/PG-13,Original Screenplay,Comedy,Fiction,5.4,3092,0.29315132727272725,2009
1287,The Visitor,9427026,16194905,4000000,2008-04-11,PG/PG-13,Original Screenplay,Comedy,Fiction,6.8,318,4.04872625,2008
1288,American Dreamz,7314027,16510971,17000000,2006-04-21,PG/PG-13,Original Screenplay,Comedy,Fiction,5.7,15097,0.9712335882352942,2006
1289,Mindhunters,4476235,16566235,27000000,2005-05-13,R,Original Screenplay,Horror/Thriller,Fiction,6.2,23357,0.6135642592592593,2005
1290,Baby's Day Out,16581575,16581575,50000000,1994-07-01,PG/PG-13,Original Screenplay,Comedy,Fiction,5.0,8332,0.3316315,1994
1291,Paparazzi,15712072,16612072,20000000,2004-09-03,PG/PG-13,Original Screenplay,Horror/Thriller,Fiction,5.7,9058,0.8306036,2004
1292,54,16757163,16757163,13000000,1998-08-28,R,Original Screenplay,Drama,Non-Fiction,5.6,15023,1.2890125384615385,1998
1293,"House of 1,000 Corpses",12634962,16829545,7000000,2003-04-11,R,Original Screenplay,Horror/Thriller,Fiction,5.5,3311,2.404220714285714,2003
1294,Godsend,14334645,16910708,30000000,2004-04-30,PG/PG-13,Original Screenplay,Horror/Thriller,Fiction,4.7,13866,0.5636902666666667,2004
1295,Win a Date with Tad Hamilton!,16980098,16980098,24000000,2004-01-23,PG/PG-13,Original Screenplay,Comedy,Fiction,5.7,10366,0.7075040833333334,2004
1296,Central do Brasil,5969553,17006158,2900000,1998-11-20,R,Original Screenplay,Drama,Fiction,8.0,17343,5.864192413793104,1998
1297,Pandorum,10330853,17033431,40000000,2009-09-25,R,Original Screenplay,Horror/Thriller,Fiction,6.9,29428,0.425835775,2009
1298,CachÈ,3647381,17147381,8000000,2005-12-23,R,Original Screenplay,Drama,Fiction,5.5,26,2.143422625,2005
1299,Center Stage,17200925,17200925,18000000,2000-05-12,PG/PG-13,Original Screenplay,Drama,Fiction,6.2,7968,0.9556069444444445,2000
1300,Eight Legged Freaks,17266505,17266505,30000000,2002-07-17,PG/PG-13,Original Screenplay,Comedy,Fiction,5.4,18173,0.5755501666666667,2002
1301,The Matador,12578537,17290120,10000000,2005-12-30,R,Original Screenplay,Horror/Thriller,Fiction,6.9,25035,1.729012,2005
1302,Max Keeble's Big Move,17292381,17292381,12000000,2001-10-05,PG/PG-13,Original Screenplay,Comedy,Fiction,5.1,2490,1.44103175,2001
1303,My Baby's Daddy,17321573,17322212,12000000,2004-01-09,PG/PG-13,Original Screenplay,Comedy,Fiction,4.0,2010,1.4435176666666667,2004
1304,Half Baked,17394881,17394881,8000000,1998-01-16,R,Original Screenplay,Comedy,Fiction,6.3,18791,2.174360125,1998
1305,Frailty,13110448,17423030,11000000,2002-04-12,R,Original Screenplay,Horror/Thriller,Fiction,7.3,27629,1.5839118181818181,2002
1306,A Guy Thing,15543862,17430594,20000000,2003-01-17,PG/PG-13,Original Screenplay,Comedy,Fiction,5.5,8147,0.8715297,2003
1307,Rebound,16809014,17492014,45000000,2005-07-01,PG/PG-13,Original Screenplay,Comedy,Fiction,4.7,4485,0.3887114222222222,2005
1308,Roll Bounce,17380866,17500866,10000000,2005-09-23,PG/PG-13,Original Screenplay,Comedy,Fiction,5.0,3167,1.7500866,2005
1309,Disturbing Behavior,17507368,17507368,15000000,1998-07-24,R,Original Screenplay,Horror/Thriller,Fiction,5.2,9394,1.1671578666666667,1998
1310,The Contender,17804273,17804273,9000000,2000-10-13,R,Original Screenplay,Drama,Fiction,6.9,13709,1.9782525555555555,2000
1311,12 Rounds,12234694,18184083,20000000,2009-03-27,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,5.4,8914,0.90920415,2009
1312,Daddy Day Camp,13235267,18197398,76000000,2007-08-08,PG/PG-13,Original Screenplay,Comedy,Fiction,2.4,6809,0.23943944736842104,2007
1313,Harold & Kumar Go to White Castle,18225165,18225165,9000000,2004-07-30,R,Original Screenplay,Comedy,Fiction,7.2,56030,2.025018333333333,2004
1314,Loser,15464026,18250106,20000000,2000-07-21,R,Original Screenplay,Comedy,Fiction,5.0,12877,0.9125053,2000
1315,Eye of the Beholder,16500786,18260865,15000000,2000-01-28,R,Original Screenplay,Horror/Thriller,Fiction,4.6,9992,1.217391,2000
1316,Sugar Hill,18272447,18272447,10000000,1994-02-25,R,Original Screenplay,Drama,Fiction,5.3,1627,1.8272447,1994
1317,Empire,17504595,18495444,3500000,2002-12-06,R,Original Screenplay,Drama,Fiction,6.5,63,5.284412571428572,2002
1318,The Curse of the Jade Scorpion,7496522,18496522,26000000,2001-08-24,PG/PG-13,Original Screenplay,Comedy,Fiction,6.7,15897,0.7114046923076923,2001
1319,An Unfinished Life,8535575,18535575,30000000,2005-09-09,PG/PG-13,Original Screenplay,Drama,Fiction,7.1,11770,0.6178525,2005
1320,The Quick and the Dead,18552460,18552460,32000000,1995-02-10,R,Original Screenplay,Western/Musical,Fiction,6.3,27352,0.579764375,1995
1321,A Mighty Wind,17583468,18552708,6000000,2003-04-16,PG/PG-13,Original Screenplay,Comedy,Fiction,7.2,13602,3.092118,2003
1322,The Girl Next Door,14589444,18589444,25000000,2004-04-09,R,Original Screenplay,Comedy,Fiction,7.0,5614,0.74357776,2004
1323,3000 Miles to Graceland,15738632,18708848,62000000,2001-02-23,R,Original Screenplay,Drama,Fiction,5.6,20094,0.30175561290322583,2001
1324,Akeelah and the Bee,18848430,18948425,8000000,2006-04-28,PG/PG-13,Original Screenplay,Drama,Fiction,7.6,8245,2.368553125,2006
1325,Once,9445857,18997174,150000,2007-06-16,R,Original Screenplay,Drama,Fiction,8.0,34348,126.64782666666666,2007
1326,The Replacement Killers,19035741,19035741,30000000,1998-02-06,R,Original Screenplay,Action/Adventure,Fiction,5.9,13905,0.6345247,1998
1327,Rushmore,17105219,19080435,10000000,1998-12-11,R,Original Screenplay,Comedy,Fiction,7.8,53192,1.9080435,1998
1328,2046,1442338,19202856,12000000,2005-08-05,R,Original Screenplay,Drama,Fiction,7.5,19431,1.600238,2005
1329,Half Past Dead,15567860,19233280,25000000,2002-11-15,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,4.1,6909,0.7693312,2002
1330,Rock Star,16991902,19317765,38000000,2001-09-07,R,Original Screenplay,Drama,Fiction,5.8,15806,0.5083622368421052,2001
1331,Saving Silverman,19351569,19351569,22000000,2001-02-09,R,Original Screenplay,Comedy,Fiction,5.6,18748,0.8796167727272727,2001
1332,The Perfect Man,16535005,19535005,10000000,2005-06-17,PG/PG-13,Original Screenplay,Comedy,Fiction,5.1,7278,1.9535005,2005
1333,Vampire in Brooklyn,19637147,19637147,14000000,1995-10-27,R,Original Screenplay,Horror/Thriller,Fiction,4.3,8200,1.4026533571428572,1995
1334,Summer Catch,19693891,19693891,17000000,2001-08-24,PG/PG-13,Original Screenplay,Comedy,Fiction,4.6,6848,1.1584641764705883,2001
1335,Hard Rain,19870567,19870567,70000000,1998-01-16,R,Original Screenplay,Action/Adventure,Fiction,5.6,14375,0.2838652428571429,1998
1336,Fled,17192205,19892205,30000000,1996-07-19,R,Original Screenplay,Action/Adventure,Fiction,4.9,4215,0.6630735,1996
1337,crazy/beautiful,16929123,19929123,13000000,2001-06-29,PG/PG-13,Original Screenplay,Drama,Fiction,6.3,12102,1.5330094615384615,2001
1338,Down to You,20035310,20035310,9000000,2000-01-21,PG/PG-13,Original Screenplay,Comedy,Fiction,4.4,7095,2.2261455555555556,2000
1339,Reign Over Me,19661987,20081987,20000000,2007-03-23,R,Original Screenplay,Drama,Fiction,7.7,39234,1.00409935,2007
1340,Serving Sara,16930185,20146150,29000000,2002-08-23,PG/PG-13,Original Screenplay,Comedy,Fiction,5.0,7973,0.6946948275862069,2002
1341,Showgirls,20254932,20254932,40000000,1995-09-22,R,Original Screenplay,Drama,Fiction,4.1,27004,0.5063733,1995
1342,City Hall,20278055,20278055,40000000,1996-02-16,R,Original Screenplay,Drama,Fiction,6.1,9908,0.506951375,1996
1343,Kids,7412216,20412216,1500000,1995-07-21,Other,Original Screenplay,Drama,Fiction,6.7,26122,13.608144,1995
1344,Rendition,9736045,20437142,27500000,2007-10-19,R,Original Screenplay,Horror/Thriller,Fiction,6.9,23223,0.7431688,2007
1345,The Last Castle,18208078,20541668,60000000,2001-10-19,R,Original Screenplay,Drama,Fiction,6.5,21621,0.34236113333333335,2001
1346,The Kids Are All Right,20553799,20553799,4000000,2010-07-09,R,Original Screenplay,Comedy,Fiction,7.8,3093,5.13844975,2010
1347,Walk Hard: The Dewey Cox Story,18317151,20575121,35000000,2007-12-21,R,Original Screenplay,Comedy,Fiction,6.7,28032,0.5878606,2007
1348,A Perfect Getaway,15515460,20613298,14000000,2009-08-07,R,Original Screenplay,Horror/Thriller,Fiction,6.5,16324,1.4723784285714285,2009
1349,Best in Show,18621249,20695413,6000000,2000-09-27,PG/PG-13,Original Screenplay,Comedy,Fiction,7.4,24484,3.4492355,2000
1350,Eurotrip,17718223,20718223,25000000,2004-02-20,R,Original Screenplay,Comedy,Fiction,6.5,52548,0.82872892,2004
1351,Ultraviolet,18522064,20722064,30000000,2006-03-03,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,4.0,28547,0.6907354666666666,2006
1352,Boys Don't Cry,11540607,20741000,2000000,1999-10-08,R,Original Screenplay,Drama,Non-Fiction,7.6,34435,10.3705,1999
1353,Georgia Rule,18882880,20819601,20000000,2007-05-11,R,Original Screenplay,Drama,Fiction,5.8,10902,1.04098005,2007
1354,Amores Perros,5383834,20883834,2000000,2001-03-30,R,Original Screenplay,Drama,Fiction,8.1,61083,10.441917,2001
1355,The Devil's Rejects,17044981,20940428,7000000,2005-07-22,R,Original Screenplay,Horror/Thriller,Fiction,6.9,36082,2.991489714285714,2005
1356,Tales from the Crypt: Demon Knight,21089146,21089146,12000000,1995-01-13,R,Original Screenplay,Horror/Thriller,Fiction,6.4,6430,1.7574288333333334,1995
1357,ATL,21170563,21170563,17000000,2006-03-31,PG/PG-13,Original Screenplay,Comedy,Fiction,4.7,5480,1.2453272352941176,2006
