,Title,US Gross,Worldwide Gross,Production Budget,Release Date,MPAA Rating,Source,Major Genre,Creative Type,IMDB Rating,IMDB Votes,ratio_wgross_by_budget,Release Year
1001,Hav Plenty,2301777,2301777,650000,1998-06-19,R,Original Screenplay,Comedy,Fiction,5.6,580,3.5411953846153845,1998
1002,Two Girls and a Guy,2057193,2315026,1000000,1998-04-24,R,Original Screenplay,Drama,Fiction,5.6,3722,2.315026,1998
1003,Gabriela,2335352,2335352,50000,2001-03-16,R,Original Screenplay,Drama,Fiction,5.5,1399,46.70704,2001
1004,Bamboozled,2185266,2373937,10000000,2000-10-06,R,Original Screenplay,Drama,Fiction,6.3,5958,0.2373937,2000
1005,Buffalo '66,2380606,2380606,1500000,1998-06-26,R,Original Screenplay,Comedy,Fiction,7.3,17762,1.5870706666666667,1998
1006,You Kill Me,2426851,2426851,4000000,2007-06-22,R,Original Screenplay,Comedy,Fiction,6.7,9498,0.60671275,2007
1007,The Incredibly True Action/Adventure of Two Girls in Love,2210408,2477155,250000,1995-06-16,R,Original Screenplay,Drama,Fiction,5.8,1795,9.90862,1995
1008,Unforgettable,2483790,2483790,18000000,1996-02-23,R,Original Screenplay,Horror/Thriller,Fiction,5.7,2284,0.13798833333333332,1996
1009,Quinceanera,1692693,2522787,400000,2006-08-02,R,Original Screenplay,Drama,Fiction,7.1,2577,6.3069675,2006
1010,Novocaine,2025238,2522928,6000000,2001-11-16,R,Original Screenplay,Comedy,Fiction,5.8,6233,0.420488,2001
1011,Trust the Man,1530535,2548378,9000000,2006-08-18,R,Original Screenplay,Comedy,Fiction,5.8,5262,0.28315311111111113,2006
1012,But I'm a Cheerleader,2205627,2595216,1200000,2000-07-07,R,Original Screenplay,Comedy,Fiction,6.1,10073,2.16268,2000
1013,The Wackness,2077046,2635650,6000000,2008-07-03,R,Original Screenplay,Comedy,Fiction,7.1,13257,0.439275,2008
1014,God's Army,2637726,2652515,300000,2000-03-10,PG/PG-13,Original Screenplay,Drama,Fiction,6.8,638,8.841716666666667,2000
1015,Junebug,2678010,2678010,1000000,2005-08-03,R,Original Screenplay,Drama,Fiction,7.1,11457,2.67801,2005
1016,No Man's Land,1067481,2684207,1000000,2001-12-07,R,Original Screenplay,Drama,Fiction,8.0,19600,2.684207,2001
1017,Love Stinks,2793776,2793776,4000000,1999-09-10,R,Original Screenplay,Comedy,Fiction,5.3,3228,0.698444,1999
1018,Raising Victor Vargas,2073984,2811439,800000,2003-03-28,R,Original Screenplay,Drama,Fiction,7.1,3719,3.51429875,2003
1019,The White Countess,1669971,2814566,16000000,2005-12-21,PG/PG-13,Original Screenplay,Drama,Fiction,6.5,2855,0.175910375,2005
1020,eXistenZ,2840417,2840417,20700000,1999-04-23,R,Original Screenplay,Horror/Thriller,Fiction,6.8,35788,0.13721821256038647,1999
1021,Letters to God,2848587,2848587,3000000,2010-04-09,PG/PG-13,Original Screenplay,Drama,Fiction,4.4,839,0.949529,2010
1022,Cradle Will Rock,2899970,2899970,32000000,1999-12-08,R,Original Screenplay,Drama,Non-Fiction,6.7,6127,0.0906240625,1999
1023,Waiting for Guffman,2922988,2922988,4000000,1997-01-31,R,Original Screenplay,Comedy,Fiction,7.4,14880,0.730747,1997
1024,Songcatcher,3050934,3050934,1800000,2001-06-15,PG/PG-13,Original Screenplay,Drama,Fiction,6.9,1997,1.6949633333333334,2001
1025,Sunshine State,3064356,3064356,5600000,2002-06-21,PG/PG-13,Original Screenplay,Drama,Fiction,6.8,2769,0.5472064285714285,2002
1026,Clerks,3073428,3073428,27000,1994-10-19,R,Original Screenplay,Comedy,Fiction,7.9,89991,113.83066666666667,1994
1027,Jawbreaker,3076820,3076820,3000000,1999-02-19,R,Original Screenplay,Comedy,Fiction,4.8,9329,1.0256066666666668,1999
1028,Beautiful,3134509,3134509,9000000,2000-09-29,PG/PG-13,Original Screenplay,Drama,Fiction,4.4,2238,0.34827877777777777,2000
1029,Tadpole,2891288,3200241,150000,2002-07-19,PG/PG-13,Original Screenplay,Comedy,Fiction,6.1,3800,21.33494,2002
1030,Romance and Cigarettes,551002,3231251,11000000,2007-09-07,R,Original Screenplay,Comedy,Fiction,6.2,5362,0.29375009090909093,2007
1031,Supercross,3102550,3252550,30000000,2005-08-17,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,2.9,2514,0.10841833333333334,2005
1032,Romeo Is Bleeding,3275585,3275585,10000000,1994-02-04,R,Original Screenplay,Drama,Fiction,6.3,6537,0.3275585,1994
1033,Pieces of April,2528664,3284124,300000,2003-10-17,PG/PG-13,Original Screenplay,Comedy,Fiction,7.2,12153,10.94708,2003
1034,Pootie Tang,3293258,3293258,3500000,2001-06-29,PG/PG-13,Original Screenplay,Comedy,Fiction,4.5,6183,0.9409308571428572,2001
1035,The Company,2281585,3396508,15000000,2003-12-25,PG/PG-13,Original Screenplay,Drama,Fiction,6.2,3649,0.22643386666666668,2003
1036,Full Frontal,2512846,3438804,2000000,2002-08-02,R,Original Screenplay,Comedy,Fiction,4.8,6660,1.719402,2002
1037,Camping Sauvage,3479302,3479302,4600000,2004-07-16,Other,Original Screenplay,Comedy,Fiction,6.0,378,0.75637,2004
1038,Cats Don't Dance,3588602,3588602,32000000,1997-03-26,G,Original Screenplay,Western/Musical,Fiction,6.9,1663,0.1121438125,1997
1039,The Lost City,2484186,3650302,9600000,2006-04-28,R,Original Screenplay,Drama,Fiction,6.6,5790,0.38023979166666666,2006
1040,Thirteen Conversations About One Thing,3287435,3705923,3000000,2002-05-24,R,Original Screenplay,Drama,Fiction,7.1,6188,1.2353076666666667,2002
1041,Better Luck Tomorrow,3802390,3809226,250000,2003-04-11,R,Original Screenplay,Drama,Fiction,7.1,5959,15.236904,2003
1042,L'auberge espagnole,3895664,3895664,5900000,2003-05-16,R,Original Screenplay,Comedy,Fiction,7.3,15696,0.6602820338983051,2003
1043,Brick,2075743,3918941,450000,2006-03-31,R,Original Screenplay,Drama,Fiction,7.5,37204,8.708757777777778,2006
1044,8 Heads in a Duffel Bag,3602884,4002884,3000000,1997-04-18,R,Original Screenplay,Comedy,Fiction,4.8,5127,1.3342946666666666,1997
1045,Idle Hands,4023741,4023741,15000000,1999-04-30,R,Original Screenplay,Horror/Thriller,Fiction,5.8,16157,0.2682494,1999
1046,King's Ransom,4008527,4049527,25000000,2005-04-22,PG/PG-13,Original Screenplay,Comedy,Fiction,3.5,2251,0.16198108,2005
1047,Donnie Darko,1270522,4116307,4500000,2001-10-26,R,Original Screenplay,Drama,Fiction,8.3,210713,0.9147348888888889,2001
1048,Whipped,4142507,4142507,3000000,2000-09-01,R,Original Screenplay,Comedy,Fiction,4.2,2973,1.3808356666666666,2000
1049,Detroit Rock City,4217115,4217115,16000000,1999-08-13,R,Original Screenplay,Comedy,Fiction,6.4,15092,0.2635696875,1999
1050,Men with Brooms,4239767,4239767,7500000,2002-03-08,R,Original Screenplay,Comedy,Fiction,5.8,2559,0.5653022666666667,2002
1051,Glitter,4273372,4273372,8500000,2001-09-21,PG/PG-13,Original Screenplay,Western/Musical,Fiction,2.0,13778,0.5027496470588235,2001
1052,Soul Survivors,3100650,4288246,14000000,2001-09-07,PG/PG-13,Original Screenplay,Horror/Thriller,Fiction,3.6,5116,0.3063032857142857,2001
1053,Four Rooms,4301000,4301000,4000000,1995-12-25,R,Original Screenplay,Comedy,Fiction,6.4,34328,1.07525,1995
1054,PCU,4333569,4333569,9000000,1994-04-29,PG/PG-13,Original Screenplay,Comedy,Fiction,6.0,6967,0.48150766666666667,1994
1055,Meet the Deedles,4356126,4356126,24000000,1998-03-27,PG/PG-13,Original Screenplay,Comedy,Fiction,3.4,1379,0.18150525,1998
1056,On the Line,4356743,4356743,10000000,2001-10-26,PG/PG-13,Original Screenplay,Comedy,Fiction,3.4,2617,0.4356743,2001
1057,Bogus,4357406,4357406,32000000,1996-09-06,PG/PG-13,Original Screenplay,Comedy,Fiction,4.8,2742,0.1361689375,1996
1058,Simply Irresistible,4398989,4398989,6000000,1999-02-05,PG/PG-13,Original Screenplay,Comedy,Fiction,4.8,6927,0.7331648333333334,1999
1059,Flawless,4485485,4485485,27000000,1999-11-24,R,Original Screenplay,Drama,Fiction,6.7,8125,0.16612907407407407,1999
1060,Mumford,4559569,4559569,28700000,1999-09-24,R,Original Screenplay,Comedy,Fiction,6.7,6303,0.15887,1999
1061,Pi,3221152,4678513,68000,1998-07-10,R,Original Screenplay,Horror/Thriller,Fiction,7.5,53699,68.80166176470588,1998
1062,Lovely and Amazing,4210379,4695781,250000,2002-06-28,R,Original Screenplay,Drama,Fiction,6.8,3936,18.783124,2002
1063,Held Up,4714090,4714090,8000000,2000-05-12,PG/PG-13,Original Screenplay,Comedy,Fiction,4.7,1840,0.58926125,2000
1064,Diary of the Dead,952620,4726656,2750000,2008-02-15,R,Original Screenplay,Horror/Thriller,Fiction,6.0,20792,1.718784,2008
1065,Welcome to the Dollhouse,4198137,4726732,800000,1996-05-10,R,Original Screenplay,Comedy,Fiction,7.3,13469,5.908415,1996
1066,Duets,4734235,4734235,16000000,2000-09-15,R,Original Screenplay,Drama,Fiction,5.7,5340,0.2958896875,2000
1067,A Walk on the Moon,4741987,4741987,14000000,1999-03-26,R,Original Screenplay,Drama,Fiction,6.4,4125,0.33871335714285716,1999
1068,Igby Goes Down,4777465,4777465,9000000,2002-09-13,R,Original Screenplay,Comedy,Fiction,7.0,19050,0.5308294444444445,2002
1069,Slackers,4814244,4814244,11000000,2002-02-01,R,Original Screenplay,Comedy,Fiction,4.9,7934,0.43765854545454547,2002
1070,"Paris, je t'aime",4857374,4857374,13000000,2007-05-04,R,Original Screenplay,Drama,Fiction,6.6,175,0.37364415384615385,2007
1071,Girl 6,4880941,4880941,12000000,1996-03-22,R,Original Screenplay,Comedy,Fiction,4.9,3348,0.4067450833333333,1996
1072,Hamlet 2,4886216,4898285,9000000,2008-08-22,R,Original Screenplay,Comedy,Fiction,6.4,9017,0.5442538888888889,2008
1073,Bubble Boy,5002310,5002310,13000000,2001-08-24,PG/PG-13,Original Screenplay,Comedy,Fiction,5.4,11073,0.3847930769230769,2001
1074,Exotica,5046118,5046118,1500000,1994-09-23,R,Original Screenplay,Drama,Fiction,7.1,8402,3.364078666666667,1994
1075,High Tension,3681066,5208449,2850000,2005-06-10,R,Original Screenplay,Horror/Thriller,Fiction,5.4,165,1.8275259649122808,2005
1076,The In Crowd,5217498,5217498,15000000,2000-07-19,PG/PG-13,Original Screenplay,Horror/Thriller,Fiction,4.2,2720,0.3478332,2000
1077,Black and White,5241315,5241315,10000000,2000-04-05,R,Original Screenplay,Drama,Fiction,6.6,452,0.5241315,2000
1078,Love Letters,5269990,5269990,550000,1984-04-27,PG/PG-13,Original Screenplay,Horror/Thriller,Fiction,7.3,477,9.5818,1984
1079,Before Sunrise,5274005,5274005,2500000,1995-01-27,R,Original Screenplay,Drama,Fiction,8.0,39705,2.109602,1995
1080,Frozen River,2503902,5281776,1000000,2008-08-01,R,Original Screenplay,Drama,Fiction,7.2,10447,5.281776,2008
1081,C'era una volta il West,5321508,5321508,5000000,1969-05-28,PG/PG-13,Original Screenplay,Western/Musical,Fiction,8.8,74184,1.0643016,1969
1082,Equilibrium,1190018,5345869,20000000,2002-12-06,R,Original Screenplay,Action/Adventure,Fiction,7.7,86428,0.26729345,2002
1083,Me and You and Everyone We Know,3885134,5409058,2000000,2005-06-17,R,Original Screenplay,Drama,Fiction,7.4,17135,2.704529,2005
1084,Made,5308707,5476060,5000000,2001-07-13,R,Original Screenplay,Comedy,Fiction,6.3,9720,1.095212,2001
1085,Say It Isn't So,5516708,5516708,25000000,2001-03-23,R,Original Screenplay,Comedy,Fiction,4.6,7736,0.22066832,2001
1086,For Your Consideration,5549923,5549923,12000000,2006-11-17,PG/PG-13,Original Screenplay,Comedy,Fiction,6.2,7780,0.46249358333333335,2006
1087,College,4694491,5629618,6000000,2008-08-29,R,Original Screenplay,Comedy,Fiction,4.3,6496,0.9382696666666667,2008
1088,Underclassman,5654777,5654777,25000000,2005-09-02,PG/PG-13,Original Screenplay,Horror/Thriller,Fiction,3.3,3249,0.22619108,2005
1089,The Pallbearer,5656388,5656388,8000000,1996-05-03,PG/PG-13,Original Screenplay,Comedy,Fiction,4.7,4166,0.7070485,1996
1090,Kundun,5686694,5686694,28000000,1997-12-25,PG/PG-13,Original Screenplay,Drama,Non-Fiction,7.0,10248,0.20309621428571428,1997
1091,Happiness,2746453,5746453,3000000,1998-10-16,Other,Original Screenplay,Comedy,Fiction,6.5,64,1.9154843333333333,1998
1092,Light It Up,5871603,5871603,13000000,1999-11-10,R,Original Screenplay,Drama,Fiction,5.4,2257,0.45166176923076923,1999
1093,Harsh Times,3337931,5963961,2000000,2006-11-10,R,Original Screenplay,Drama,Fiction,7.0,26347,2.9819805,2006
1094,Foolish,6026908,6026908,1600000,1999-04-09,R,Original Screenplay,Comedy,Fiction,3.8,353,3.7668175,1999
1095,Deuces Wild,6044618,6044618,10000000,2002-05-03,R,Original Screenplay,Drama,Fiction,5.3,4010,0.6044618,2002
1096,Celebrity,5078660,6200000,12000000,1998-11-20,R,Original Screenplay,Comedy,Fiction,6.1,10978,0.5166666666666667,1998
1097,Dick,6276869,6276869,13000000,1999-08-04,PG/PG-13,Original Screenplay,Comedy,Fiction,6.1,10451,0.4828360769230769,1999
1098,What Planet Are You From?,6291602,6291602,50000000,2000-03-03,R,Original Screenplay,Comedy,Fiction,5.4,5304,0.12583204,2000
1099,Bound,3802260,6300000,4500000,1996-10-04,R,Original Screenplay,Horror/Thriller,Fiction,7.4,23564,1.4,1996
1100,Thirteen,4601043,6302406,2000000,2003-08-20,R,Original Screenplay,Drama,Fiction,7.0,31482,3.151203,2003
1101,Warriors of Virtue,6448817,6448817,35000000,1997-05-02,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,4.0,1202,0.18425191428571427,1997
1102,Switchback,6504442,6504442,38000000,1997-10-31,R,Original Screenplay,Action/Adventure,Fiction,6.1,5141,0.17116952631578947,1997
1103,Lucky You,5755286,6521829,55000000,2007-05-04,PG/PG-13,Original Screenplay,Drama,Fiction,5.9,9870,0.11857870909090909,2007
1104,Swingers,4505922,6542637,200000,1996-10-18,R,Original Screenplay,Comedy,Fiction,6.2,431,32.713185,1996
1105,Lost and Found,6552255,6552255,14000000,1999-04-23,PG/PG-13,Original Screenplay,Comedy,Fiction,4.8,118,0.4680182142857143,1999
1106,Femme Fatale,6592103,6592103,35000000,2002-11-06,R,Original Screenplay,Horror/Thriller,Fiction,6.3,16693,0.1883458,2002
1107,American History X,6719864,6719864,10000000,1998-10-30,R,Original Screenplay,Drama,Fiction,8.6,224857,0.6719864,1998
1108,The Forsaken,6755271,6755271,5000000,2001-04-27,R,Original Screenplay,Horror/Thriller,Fiction,5.1,4679,1.3510542,2001
1109,Moonlight Mile,6830957,6830957,21000000,2002-09-27,PG/PG-13,Original Screenplay,Drama,Fiction,6.7,8346,0.3252836666666667,2002
1110,Namastey London,1207007,6831069,8400000,2007-03-23,Other,Original Screenplay,Comedy,Fiction,6.7,1511,0.8132225,2007
1111,200 Cigarettes,6852450,6852450,6000000,1999-02-26,R,Original Screenplay,Comedy,Fiction,5.4,8645,1.142075,1999
1112,IndigËnes,320700,6877936,18900000,2006-12-15,Other,Original Screenplay,Drama,Fiction,7.2,5775,0.36391195767195766,2006
1113,Moon,5010163,6934829,5000000,2009-06-12,R,Original Screenplay,Horror/Thriller,Fiction,8.0,55251,1.3869658,2009
1114,Sexy Beast,6946056,6946056,4300000,2001-06-13,R,Original Screenplay,Drama,Fiction,7.1,20916,1.6153618604651163,2001
1115,Screwed,6982680,6982680,12000000,2000-05-12,PG/PG-13,Original Screenplay,Comedy,Fiction,5.1,4411,0.58189,2000
1116,Crossover,7009668,7009668,5600000,2006-09-01,PG/PG-13,Original Screenplay,Drama,Fiction,1.7,7466,1.2517264285714285,2006
1117,An American Carol,7013191,7013191,20000000,2008-10-03,PG/PG-13,Original Screenplay,Comedy,Fiction,4.5,6000,0.35065955,2008
1118,Veer-Zaara,2938532,7017859,7000000,2004-11-12,Other,Original Screenplay,Drama,Fiction,7.3,4155,1.0025512857142858,2004
1119,The Action/Adventures of Pluto Nash,4411102,7094995,100000000,2002-08-16,PG/PG-13,Original Screenplay,Comedy,Fiction,3.7,9207,0.07094995,2002
1120,Gigli,6087542,7266209,54000000,2003-08-01,R,Original Screenplay,Comedy,Fiction,2.4,29031,0.13455942592592593,2003
1121,Phat Girlz,7061128,7271305,3000000,2006-04-07,PG/PG-13,Original Screenplay,Comedy,Fiction,2.2,6343,2.4237683333333333,2006
1122,The Jerky Boys,7555256,7555256,4000000,1995-02-03,R,Original Screenplay,Comedy,Fiction,3.9,1481,1.888814,1995
1123,Ong-Bak 2,102458,7583050,15000000,2009-09-25,R,Original Screenplay,Action/Adventure,Fiction,4.7,887,0.5055366666666666,2009
1124,The Station Agent,5801558,7773824,500000,2003-10-03,R,Original Screenplay,Drama,Fiction,7.8,22274,15.547648,2003
1125,Serial Mom,7881335,7881335,13000000,1994-04-13,R,Original Screenplay,Comedy,Fiction,6.4,10999,0.6062565384615385,1994
1126,The Alamo,7900000,7900000,12000000,1960-10-24,PG/PG-13,Original Screenplay,Western/Musical,Fiction,5.9,10063,0.6583333333333333,1960
1127,Connie & Carla,8047525,8047525,20000000,2004-04-16,PG/PG-13,Original Screenplay,Comedy,Fiction,6.0,4359,0.40237625,2004
1128,Woo,8064972,8064972,13000000,1998-05-08,R,Original Screenplay,Comedy,Fiction,3.4,982,0.6203824615384615,1998
1129,Firestorm,8123860,8123860,19000000,1998-01-09,R,Original Screenplay,Action/Adventure,Fiction,4.4,2118,0.4275715789473684,1998
1130,Birthday Girl,4919896,8130727,13000000,2002-02-01,R,Original Screenplay,Comedy,Fiction,6.0,13366,0.6254405384615385,2002
1131,Code Name: The Cleaner,8135024,8135024,20000000,2007-01-05,PG/PG-13,Original Screenplay,Comedy,Fiction,4.0,5277,0.4067512,2007
1132,A Simple Wish,8165213,8165213,28000000,1997-07-11,PG/PG-13,Original Screenplay,Comedy,Fiction,4.9,1545,0.29161475,1997
1133,White Noise 2: The Light,0,8243567,10000000,2008-01-08,PG/PG-13,Original Screenplay,Horror/Thriller,Fiction,5.9,5647,0.8243567,2008
1134,Shadow of the Vampire,8279017,8279017,8000000,2000-12-29,R,Original Screenplay,Drama,Fiction,6.8,18221,1.034877125,2000
1135,Running Scared,6855137,8345277,17000000,2006-02-24,R,Original Screenplay,Action/Adventure,Fiction,7.5,39447,0.4908986470588235,2006
1136,Bon Voyage,2353728,8361736,20000000,2004-03-19,PG/PG-13,Original Screenplay,Comedy,Fiction,6.5,622,0.4180868,2004
1137,Death to Smoochy,8355815,8374062,50000000,2002-03-29,R,Original Screenplay,Comedy,Fiction,6.2,22379,0.16748124,2002
1138,Bones,7316658,8378853,10000000,2001-10-24,R,Original Screenplay,Horror/Thriller,Fiction,3.9,3524,0.8378853,2001
1139,Play it to the Bone,8427204,8427204,24000000,1999-12-24,R,Original Screenplay,Comedy,Fiction,5.1,6039,0.3511335,1999
1140,Les invasions barbares,8460000,8460000,5000000,2003-05-09,R,Original Screenplay,Drama,Fiction,7.8,14322,1.692,2003
1141,De battre mon coeur s'est arrÍtÈ,1023424,8589831,5500000,2005-07-01,Other,Original Screenplay,Drama,Fiction,7.3,7295,1.5617874545454546,2005
1142,Suspect Zero,8712564,8712564,27000000,2004-08-27,R,Original Screenplay,Horror/Thriller,Fiction,5.8,9804,0.32268755555555556,2004
1143,The Rocker,6409528,8767338,15000000,2008-08-20,PG/PG-13,Original Screenplay,Comedy,Fiction,6.3,11859,0.5844892,2008
1144,The Inkwell,8864699,8864699,8000000,1994-04-22,R,Original Screenplay,Comedy,Fiction,5.7,542,1.108087375,1994
1145,"Mystery, Alaska",8891623,8891623,28000000,1999-10-01,R,Original Screenplay,Comedy,Fiction,5.5,1338,0.3175579642857143,1999
1146,Trippin',9017070,9017070,3000000,1999-05-12,R,Original Screenplay,Comedy,Fiction,4.6,673,3.00569,1999
1147,Super Babies: Baby Geniuses 2,9109322,9109322,20000000,2004-08-27,PG/PG-13,Original Screenplay,Comedy,Fiction,1.4,10886,0.4554661,2004
1148,Bella,8093373,9220041,3300000,2007-10-26,PG/PG-13,Original Screenplay,Drama,Fiction,7.3,6562,2.793951818181818,2007
1149,Stone Cold,9286314,9286314,25000000,1991-05-17,R,Original Screenplay,Action/Adventure,Fiction,4.6,52,0.37145256,1991
1150,Black Snake Moan,9396870,9396870,15000000,2007-03-02,R,Original Screenplay,Drama,Fiction,7.1,28145,0.626458,2007
1151,Sleepover,9408183,9408183,10000000,2004-07-09,PG/PG-13,Original Screenplay,Comedy,Fiction,4.6,4774,0.9408183,2004
1152,Ta Ra Rum Pum,872643,9443864,7400000,2007-04-27,Other,Original Screenplay,Comedy,Fiction,5.1,1051,1.2761978378378378,2007
1153,Jade,9812870,9812870,50000000,1995-10-13,R,Original Screenplay,Horror/Thriller,Fiction,4.8,5279,0.1962574,1995
1154,3 Strikes,9821335,9821335,4000000,2000-03-01,R,Original Screenplay,Comedy,Fiction,2.9,905,2.45533375,2000
1155,Maria Full of Grace,6529624,9892434,3200000,2004-07-16,R,Original Screenplay,Drama,Fiction,7.6,16134,3.091385625,2004
1156,Brazil,9929135,9929135,15000000,1985-12-18,R,Original Screenplay,Comedy,Fiction,8.0,76635,0.6619423333333333,1985
1157,Lucky Numbers,10014234,10014234,65000000,2000-10-27,R,Original Screenplay,Comedy,Fiction,4.9,5461,0.15406513846153846,2000
1158,Cutthroat Island,10017322,10017322,92000000,1995-12-22,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,5.3,10346,0.1088839347826087,1995
1159,Le Violon rouge,10019109,10019109,10000000,1999-06-11,R,Original Screenplay,Drama,Fiction,7.7,14545,1.0019109,1999
1160,Dirty Work,10020081,10020081,13000000,1998-06-12,PG/PG-13,Original Screenplay,Comedy,Fiction,4.8,207,0.7707754615384615,1998
1161,Duplex,9652000,10070651,40000000,2003-09-26,PG/PG-13,Original Screenplay,Comedy,Fiction,5.7,19238,0.251766275,2003
1162,The Wash,10097096,10097096,4000000,2001-11-14,R,Original Screenplay,Comedy,Fiction,3.6,3095,2.524274,2001
1163,Saved!,8886160,10102511,5000000,2004-05-28,PG/PG-13,Original Screenplay,Comedy,Fiction,7.0,22784,2.0205022,2004
1164,Away We Go,9451946,10108016,21000000,2009-06-05,R,Original Screenplay,Comedy,Fiction,7.3,14929,0.4813340952380952,2009
1165,Alpha and Omega 3D,10115431,10115431,20000000,2010-09-17,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,6.2,83,0.50577155,2010
1166,Bats,10155691,10155691,6500000,1999-10-22,R,Original Screenplay,Horror/Thriller,Fiction,3.3,5565,1.562414,1999
1167,Facing the Giants,10178331,10178331,100000,2006-09-29,PG/PG-13,Original Screenplay,Drama,Fiction,6.0,4901,101.78331,2006
1168,Woman on Top,5018450,10192613,8000000,2000-09-22,R,Original Screenplay,Comedy,Fiction,4.9,4743,1.274076625,2000
1169,I Got the Hook-Up!,10317779,10317779,3500000,1998-05-27,R,Original Screenplay,Comedy,Fiction,3.3,985,2.947936857142857,1998
1170,Knock Off,10319915,10319915,35000000,1998-09-04,R,Original Screenplay,Action/Adventure,Fiction,4.1,5852,0.2948547142857143,1998
1171,Town & Country,6712451,10364769,105000000,2001-04-27,R,Original Screenplay,Comedy,Fiction,4.4,2889,0.09871208571428572,2001
1172,The Man,8330720,10393696,20000000,2005-09-09,PG/PG-13,Original Screenplay,Comedy,Fiction,5.4,9356,0.5196848,2005
1173,Head Over Heels,10397365,10397365,14000000,2001-02-02,PG/PG-13,Original Screenplay,Comedy,Fiction,4.8,6574,0.7426689285714285,2001
1174,First Daughter,9055010,10419084,30000000,2004-09-24,PG/PG-13,Original Screenplay,Comedy,Fiction,4.7,6839,0.3473028,2004
1175,The Brothers McMullen,10426506,10426506,25000,1995-08-09,R,Original Screenplay,Drama,Fiction,6.4,4365,417.06024,1995
1176,The Cooler,8291572,10464788,4000000,2003-11-26,R,Original Screenplay,Drama,Fiction,7.0,19072,2.616197,2003
1177,Narc,10465659,10465659,7500000,2002-12-20,R,Original Screenplay,Horror/Thriller,Fiction,7.3,19248,1.3954212,2002
1178,Bandidas,0,10496317,35000000,2006-09-22,PG/PG-13,Original Screenplay,Western/Musical,Fiction,5.6,12103,0.2998947714285714,2006
1179,Home Fries,10513979,10513979,15000000,1998-11-25,PG/PG-13,Original Screenplay,Comedy,Fiction,4.7,4806,0.7009319333333334,1998
1180,Lars and the Real Girl,5956480,10553442,12500000,2007-10-12,PG/PG-13,Original Screenplay,Comedy,Fiction,7.5,32423,0.84427536,2007
1181,Mad City,10561038,10561038,50000000,1997-11-07,PG/PG-13,Original Screenplay,Drama,Fiction,6.1,9611,0.21122076,1997
1182,Three to Tango,10570375,10570375,20000000,1999-10-22,PG/PG-13,Original Screenplay,Comedy,Fiction,5.8,11148,0.52851875,1999
1183,Drop Dead Gorgeous,10571408,10571408,10000000,1999-07-23,PG/PG-13,Original Screenplay,Comedy,Fiction,6.2,16344,1.0571408,1999
1184,The Astronaut's Wife,10672566,10672566,34000000,1999-08-27,R,Original Screenplay,Horror/Thriller,Fiction,4.9,20259,0.313899,1999
1185,Deconstructing Harry,10686841,10686841,20000000,1997-12-12,R,Original Screenplay,Comedy,Fiction,7.2,16820,0.53434205,1997
1186,Universal Soldier II: The Return,10447421,10717421,40000000,1999-08-20,R,Original Screenplay,Action/Adventure,Fiction,3.4,10233,0.267935525,1999
1187,Here on Earth,10494147,10845127,15000000,2000-03-24,PG/PG-13,Original Screenplay,Drama,Fiction,4.6,4929,0.7230084666666666,2000
1188,Extract,10823158,10849158,7500000,2009-09-04,R,Original Screenplay,Comedy,Fiction,6.4,12371,1.4465544,2009
1189,Antitrust,10965209,10965209,30000000,2001-01-12,PG/PG-13,Original Screenplay,Horror/Thriller,Fiction,6.0,16263,0.36550696666666666,2001
1190,The Astronaut Farmer,11003643,11003643,13000000,2007-02-23,PG/PG-13,Original Screenplay,Drama,Fiction,6.4,10506,0.8464340769230769,2007
1191,You Can Count on Me,9180275,11005992,1200000,2000-11-10,R,Original Screenplay,Drama,Fiction,7.7,14261,9.17166,2000
1192,Deep Rising,11203026,11203026,45000000,1998-01-30,R,Original Screenplay,Action/Adventure,Fiction,5.7,12484,0.24895613333333333,1998
1193,Banlieue 13,1200216,11208291,15000000,2006-06-02,R,Original Screenplay,Action/Adventure,Fiction,7.1,21427,0.7472194,2006
1194,Chill Factor,11263966,11263966,34000000,1999-09-01,R,Original Screenplay,Action/Adventure,Fiction,4.9,5374,0.3312931176470588,1999
1195,Before Sunset,5792822,11293790,2000000,2004-07-02,R,Original Screenplay,Drama,Fiction,8.0,45535,5.646895,2004
1196,Beyond Borders,4426297,11427090,60000000,2003-10-24,R,Original Screenplay,Drama,Fiction,6.2,9575,0.1904515,2003
1197,Turbulence,11532774,11532774,55000000,1997-01-10,R,Original Screenplay,Horror/Thriller,Fiction,4.5,5147,0.2096868,1997
1198,The Cookout,11540112,11540112,16000000,2004-09-03,PG/PG-13,Original Screenplay,Comedy,Fiction,3.2,1659,0.721257,2004
1199,Two Lovers,3149034,11549034,12000000,2009-02-13,R,Original Screenplay,Drama,Fiction,7.3,10325,0.9624195,2009
1200,The Order,7659747,11559747,35000000,2003-09-05,R,Original Screenplay,Horror/Thriller,Fiction,4.9,9119,0.3302784857142857,2003
1201,Get Over It,11560259,11560259,10000000,2001-03-09,PG/PG-13,Original Screenplay,Comedy,Fiction,5.5,9350,1.1560259,2001
